,,,,,Group Mean and SE,,,,,,,Welch t-test,,,,,GLM Results - dfifference in log-abundance,,,
description,,Overall Mean,Overall SE,,Tumor Mean,Tumor SE,Tumor Ng,Non-Tumor Mean,Non-Tumor SE,Non-Tumor Ng,,t,df,p,fdr p-value,,Est,SE,p,fdr p-value
fliD; flagellar hook-associated protein 2,,0.014926363,9.87241E-05,,0.014557478,4.34208E-06,65,0.015184185,2.35175E-06,93,,-0.242229382,126.3229528,0.404497625,0.475008289,,-0.042149595,0.170385374,0.804940967,0.999383253
"TC.CIC; chloride channel protein, CIC family",,0.014926143,8.07121E-05,,0.01363851,2.05051E-06,65,0.015826101,1.96577E-06,93,,-1.091575522,149.7732608,0.138386288,0.386880433,,-0.148763145,0.139856442,0.289115322,0.977977109
ubiH; 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-],,0.014920005,9.36035E-05,,0.013891181,3.05127E-06,65,0.015639075,2.51632E-06,93,,-0.740766543,144.649818,0.230017898,0.417302556,,-0.11851835,0.162343523,0.466456515,0.97968701
prmB; ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298],,0.014910851,8.98932E-05,,0.015366287,3.29884E-06,65,0.014592536,2.09505E-06,93,,0.333157884,133.6148211,0.369768655,0.464928717,,0.051665822,0.153739951,0.737277329,0.999383253
K07032; uncharacterized protein,,0.014895414,0.000113081,,0.014604752,5.20509E-06,65,0.015098565,3.32576E-06,93,,-0.169070112,133.888591,0.432998329,0.481615931,,-0.033252791,0.195216324,0.864964911,0.999383253
phoD; alkaline phosphatase D [EC:3.1.3.1],,0.014881559,0.000120825,,0.013244626,5.58635E-06,65,0.016025653,3.93667E-06,93,,-0.901192974,138.2302524,0.184526605,0.397937066,,-0.190598854,0.212838134,0.371893778,0.977977109
"puuB, ordL; gamma-glutamylputrescine oxidase [EC:1.4.3.-]",,0.014872012,0.000119169,,0.014609329,4.69155E-06,65,0.015055608,4.22335E-06,93,,-0.149467949,147.7806547,0.440694093,0.484505535,,-0.030090253,0.205728824,0.88390361,0.999383253
fliS; flagellar protein FliS,,0.014870279,9.23674E-05,,0.013409194,3.22303E-06,65,0.015891468,2.31361E-06,93,,-1.054936325,139.0260824,0.146642153,0.386880433,,-0.169841775,0.162033775,0.296173476,0.977977109
sspB; stringent starvation protein B,,0.014859189,9.07666E-05,,0.01537443,3.28947E-06,65,0.014499073,2.17115E-06,93,,0.374597211,135.3472462,0.35427316,0.460021406,,0.058621028,0.155723016,0.707098188,0.999383253
K07223; putative iron-dependent peroxidase,,0.014854416,8.56718E-05,,0.015411071,2.95906E-06,65,0.014465357,1.91944E-06,93,,0.428170197,134.5689288,0.334605858,0.455916181,,0.063329514,0.146943782,0.6670794,0.999383253
pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2],,0.014837037,0.000115606,,0.014334612,5.56025E-06,65,0.015188194,3.41545E-06,93,,-0.284912291,132.1000084,0.388078763,0.47134546,,-0.05784139,0.200979447,0.773883704,0.999383253
hemY; HemY protein,,0.014834545,9.36465E-05,,0.014911631,3.5465E-06,65,0.014780668,2.29281E-06,93,,0.054196409,134.4184165,0.478429574,0.494269229,,0.008821454,0.161630171,0.956544489,0.999383253
slo; thiol-activated cytolysin,,0.014831331,0.00011478,,0.013278464,3.75653E-06,65,0.015916668,4.17742E-06,93,,-0.936620559,153.4649355,0.175212683,0.395600975,,-0.181223365,0.200598906,0.367700426,0.977977109
mltA; membrane-bound lytic murein transglycosylase A [EC:4.2.2.-],,0.014830996,9.89512E-05,,0.013963995,3.68947E-06,65,0.015436965,2.68168E-06,93,,-0.583559549,139.5580075,0.280229306,0.434163682,,-0.100282751,0.17263779,0.562156029,0.992592886
flgL; flagellar hook-associated protein 3 FlgL,,0.014795142,8.86266E-05,,0.013551646,3.36045E-06,65,0.015664252,1.94425E-06,93,,-0.91725109,129.3575893,0.180359024,0.397478468,,-0.144873158,0.156356971,0.355589433,0.977977109
rluE; 23S rRNA pseudouridine2457 synthase [EC:5.4.99.20],,0.014792492,9.00423E-05,,0.015319473,3.30389E-06,65,0.014424171,2.10399E-06,93,,0.384995993,133.7380782,0.350425987,0.459975984,,0.06021944,0.155115344,0.698379834,0.999383253
corC; magnesium and cobalt transporter,,0.014790835,8.92046E-05,,0.015188779,3.23255E-06,65,0.014512702,2.07143E-06,93,,0.293558972,134.019695,0.384774519,0.469963456,,0.045532663,0.153892138,0.767719883,0.999383253
apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41],,0.014782814,8.98362E-05,,0.015330654,3.31991E-06,65,0.014399916,2.07893E-06,93,,0.400568629,132.9759276,0.344690292,0.45792227,,0.062631943,0.154809341,0.686344329,0.999383253
nlpD; lipoprotein NlpD,,0.014781254,8.94787E-05,,0.015338222,3.26004E-06,65,0.014391975,2.07854E-06,93,,0.409535495,133.7920683,0.341400824,0.457563463,,0.063677116,0.154216412,0.680241332,0.999383253
"gudB, rocG; glutamate dehydrogenase [EC:1.4.1.2]",,0.014779959,9.60597E-05,,0.015445527,4.48747E-06,65,0.014314777,2.03937E-06,93,,0.442603836,118.3805315,0.329429982,0.454488913,,0.076027079,0.164890786,0.64538672,0.999383253
menF; menaquinone-specific isochorismate synthase [EC:5.4.4.2],,0.01475793,9.6706E-05,,0.015534352,4.7451E-06,65,0.01421527,1.96911E-06,93,,0.509065898,114.4301612,0.305843124,0.443705208,,0.088737058,0.165829336,0.593335242,0.999383253
efeO; iron uptake system component EfeO,,0.014754145,8.01761E-05,,0.01357245,2.02068E-06,65,0.015580061,1.94415E-06,93,,-1.00824764,149.8799789,0.157480275,0.386880433,,-0.137949978,0.140433018,0.327463889,0.977977109
mpl; UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45],,0.014749827,9.00258E-05,,0.015422324,3.39999E-06,65,0.014279802,2.05365E-06,93,,0.489239487,131.3318075,0.312744127,0.446231157,,0.076969993,0.155239149,0.620722298,0.999383253
"metR; LysR family transcriptional regulator, regulator for metE and metH",,0.014725424,8.91765E-05,,0.01526407,3.26162E-06,65,0.014348951,2.05329E-06,93,,0.396944197,133.2167962,0.346021908,0.458468734,,0.061824886,0.154287913,0.689181072,0.999383253
K07002; uncharacterized protein,,0.014713987,0.000114973,,0.012708719,3.1618E-06,65,0.016115518,4.46608E-06,93,,-1.233515515,155.9883577,0.109619474,0.386880433,,-0.237494352,0.202482947,0.242619601,0.977977109
TC.BAT2; bacterial/archaeal transporter family-2 protein,,0.014679713,0.00010584,,0.013078776,3.10417E-06,65,0.015798648,3.58914E-06,93,,-1.05130346,154.1750137,0.147382124,0.386880433,,-0.188933626,0.186788153,0.313350085,0.977977109
"sspA, mglA; stringent starvation protein A",,0.014678504,8.95266E-05,,0.01520649,3.24301E-06,65,0.014309482,2.09115E-06,93,,0.388385427,134.3012452,0.349172905,0.459310225,,0.060799908,0.155431595,0.6962066,0.999383253
cysD; sulfate adenylyltransferase subunit 2 [EC:2.7.7.4],,0.014677423,9.55123E-05,,0.012759307,2.1637E-06,65,0.016018042,3.0794E-06,93,,-1.423163547,155.9962265,0.078342794,0.386880433,,-0.227454762,0.168165407,0.178151682,0.961245008
yjgA; ribosome-associated protein,,0.014674186,8.95945E-05,,0.015251293,3.26577E-06,65,0.014270831,2.08495E-06,93,,0.423861758,133.8518718,0.336173506,0.456007794,,0.066446609,0.155509166,0.669761521,0.999383253
"PTS-Gat-EIIB, gatB, sgcB; PTS system, galactitol-specific IIB component [EC:2.7.1.200]",,0.01467195,8.74387E-05,,0.015001976,3.54343E-06,65,0.014441286,1.77802E-06,93,,0.243056478,122.8281429,0.404183541,0.475008289,,0.038090688,0.151993136,0.802446999,0.999383253
hda; DnaA-homolog protein,,0.014655516,8.96185E-05,,0.015207588,3.26259E-06,65,0.01426966,2.08884E-06,93,,0.405447449,133.9799458,0.342897674,0.45792227,,0.063658887,0.155789432,0.683377938,0.999383253
"bamE, smpA; outer membrane protein assembly factor BamE",,0.014651519,8.97175E-05,,0.015266895,3.27248E-06,65,0.014221417,2.09121E-06,93,,0.451422208,133.8945897,0.3262078,0.45277326,,0.070937694,0.155906813,0.64974138,0.999383253
djlA; DnaJ like chaperone protein,,0.014634305,8.51896E-05,,0.014601739,2.57368E-06,65,0.014657066,2.07307E-06,93,,-0.02566638,143.7467299,0.489779518,0.498287395,,-0.003781925,0.149213118,0.97981154,0.999383253
ccmF; cytochrome c-type biogenesis protein CcmF,,0.014597829,8.34869E-05,,0.014311919,3.05939E-06,65,0.014797658,1.7043E-06,93,,-0.222551605,127.6161595,0.41212015,0.477532267,,-0.033376204,0.14714016,0.820850786,0.999383253
CYC; cytochrome c,,0.014582954,0.00012807,,0.010965215,3.63021E-06,65,0.017111481,5.57949E-06,93,,-2.025296322,155.8333832,0.022271897,0.329904988,,-0.445021686,0.232942491,0.05791172,0.840365052
"fis; Fis family transcriptional regulator, factor for inversion stimulation protein",,0.014560905,8.93599E-05,,0.015266895,3.27248E-06,65,0.014067472,2.06033E-06,93,,0.519391052,133.2212263,0.302174957,0.442262747,,0.081821613,0.156089687,0.60088612,0.999383253
rep; ATP-dependent DNA helicase Rep [EC:3.6.4.12],,0.014560905,8.93599E-05,,0.015266895,3.27248E-06,65,0.014067472,2.06033E-06,93,,0.519391052,133.2212263,0.302174957,0.442262747,,0.081821613,0.156089687,0.60088612,0.999383253
ubiD; 4-hydroxy-3-polyprenylbenzoate decarboxylase [EC:4.1.1.98],,0.014544445,8.85276E-05,,0.01491693,2.99033E-06,65,0.014284105,2.13433E-06,93,,0.279544431,138.7807862,0.390121617,0.47134546,,0.043349438,0.155430468,0.780691537,0.999383253
gspJ; general secretion pathway protein J,,0.014530957,0.000132956,,0.01331487,6.08419E-06,65,0.01538091,5.12037E-06,93,,-0.617221828,145.4083615,0.269026866,0.431234356,,-0.144245661,0.237611394,0.544690046,0.990441817
gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9],,0.01452977,8.09547E-05,,0.014961697,2.34741E-06,65,0.014227886,1.85837E-06,93,,0.357816694,143.0683386,0.36050392,0.460782259,,0.050289535,0.142282277,0.724229014,0.999383253
TC.SMR3; small multidrug resistance family-3 protein,,0.014525294,8.15474E-05,,0.014689059,2.67648E-06,65,0.014410834,1.74456E-06,93,,0.132322646,134.7861644,0.447463213,0.485972941,,0.019122662,0.143605933,0.894237934,0.999383253
ccmB; heme exporter protein B,,0.014514641,8.29623E-05,,0.014432355,3.11778E-06,65,0.014572152,1.63688E-06,93,,-0.064111768,124.8943771,0.474491866,0.493767873,,-0.009639746,0.14664581,0.947673063,0.999383253
"hmp, YHB1; nitric oxide dioxygenase [EC:1.14.12.17]",,0.014513242,9.59796E-05,,0.013199903,3.88728E-06,65,0.015431167,2.3076E-06,93,,-0.896467408,130.5373004,0.18582672,0.398691746,,-0.156179775,0.172914398,0.367801629,0.977977109
virK; uncharacterized protein,,0.014506927,0.00011317,,0.016085124,5.46051E-06,65,0.013403886,3.17973E-06,93,,0.912163106,129.654116,0.1816879,0.397478468,,0.182350221,0.196983001,0.356023688,0.977977109
"PTS-Nag-EIIC, nagE; PTS system, N-acetylglucosamine-specific IIC component",,0.014502219,8.51982E-05,,0.015689941,3.84187E-06,65,0.01367209,1.43894E-06,93,,0.878089925,110.1682211,0.190902968,0.400045445,,0.137663262,0.147437304,0.351897939,0.977977109
fliH; flagellar assembly protein FliH,,0.014494257,8.8989E-05,,0.013482583,3.40658E-06,65,0.015201342,1.95805E-06,93,,-0.742070756,129.0560002,0.229696436,0.417302556,,-0.119985032,0.159726457,0.453669581,0.977977109
gspK; general secretion pathway protein K,,0.014477129,0.000132721,,0.013257329,6.0648E-06,65,0.015329678,5.10113E-06,93,,-0.620176758,145.387222,0.268056142,0.431234356,,-0.145240199,0.238105649,0.542761134,0.990441817
K06923; uncharacterized protein,,0.014475833,8.93634E-05,,0.014593877,3.71506E-06,65,0.01439333,1.85168E-06,93,,0.084999316,122.523461,0.466200334,0.492000814,,0.013837154,0.157914013,0.930287421,0.999383253
ccmE; cytochrome c-type biogenesis protein CcmE,,0.014468542,8.27835E-05,,0.01432279,3.06197E-06,65,0.014570412,1.65026E-06,93,,-0.11407102,126.0962432,0.454681461,0.48832186,,-0.017140883,0.146926373,0.907277103,0.999383253
ccmC; heme exporter protein C,,0.014462995,8.26861E-05,,0.014330587,3.06065E-06,65,0.014555538,1.64356E-06,93,,-0.103715784,125.9294121,0.458779947,0.488525568,,-0.015575345,0.146782507,0.915630035,0.999383253
xlyAB; N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28],,0.014455571,0.000123557,,0.013955816,5.93069E-06,65,0.014804862,4.10649E-06,93,,-0.267994278,137.4652634,0.394552719,0.473030621,,-0.059059297,0.220322684,0.789008655,0.999383253
tadC; tight adherence protein C,,0.014451314,8.73601E-05,,0.013731546,3.10586E-06,65,0.014954377,1.9792E-06,93,,-0.542273344,133.7682468,0.294266225,0.438776092,,-0.085308189,0.156354162,0.586114269,0.999383253
tauD; taurine dioxygenase [EC:1.14.11.17],,0.014425559,0.000154841,,0.012996132,6.82053E-06,65,0.015424622,7.64026E-06,93,,-0.638616908,153.6064956,0.262011608,0.428759663,,-0.17131332,0.278246658,0.538997237,0.990441817
"dexB; glucan 1,6-alpha-glucosidase [EC:3.2.1.70]",,0.014419948,9.59588E-05,,0.014793127,3.10757E-06,65,0.014159124,2.70534E-06,93,,0.262962985,146.6300407,0.39647412,0.473914058,,0.04380344,0.170107096,0.797128258,0.999383253
mglC; methyl-galactoside transport system permease protein,,0.014419007,0.000100414,,0.017811125,5.2793E-06,65,0.012048172,1.90346E-06,93,,2.150301463,108.6453718,0.016874329,0.310651363,,0.390910305,0.170585361,0.023267625,0.840365052
oprO_P; phosphate-selective porin OprO and OprP,,0.014418886,0.000142771,,0.014429975,8.45266E-06,65,0.014411136,5.2276E-06,93,,0.005093541,132.4101281,0.497971813,0.49972013,,0.001306434,0.253701748,0.995897902,0.999383253
fdxA; ferredoxin,,0.014414837,9.47101E-05,,0.013208386,3.56473E-06,65,0.015258055,2.35701E-06,93,,-0.842284838,135.4265515,0.200556775,0.404115721,,-0.144255578,0.171153335,0.400606047,0.977977109
mglA; methyl-galactoside transport system ATP-binding protein [EC:3.6.3.17],,0.01441447,0.000100268,,0.017814368,5.28256E-06,65,0.012038198,1.88778E-06,93,,2.157098562,108.2946082,0.016604496,0.310651363,,0.39192051,0.170300207,0.022695316,0.840365052
gspI; general secretion pathway protein I,,0.014414017,0.000132358,,0.01306459,5.94641E-06,65,0.015357164,5.11029E-06,93,,-0.689462778,146.1705159,0.245812578,0.424194366,,-0.161676588,0.238875656,0.499520494,0.981594658
ccmA; heme exporter protein A [EC:3.6.3.41],,0.0144137,8.32187E-05,,0.014313954,3.05259E-06,65,0.014483414,1.68806E-06,93,,-0.077830141,127.2783203,0.469042696,0.492295746,,-0.011769249,0.148157526,0.936786528,0.999383253
"glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor",,0.014399969,7.794E-05,,0.01506923,2.76812E-06,65,0.013932207,1.43102E-06,93,,0.554867078,124.1874075,0.28999179,0.437959874,,0.078451709,0.137407191,0.568859663,0.994884231
srtB; sortase B [EC:3.4.22.70],,0.014356063,0.000108334,,0.014047323,5.72954E-06,65,0.014571849,2.58916E-06,93,,-0.181860864,118.1306766,0.428001807,0.479823658,,-0.036659672,0.194427309,0.850688965,0.999383253
K09704; uncharacterized protein,,0.014337504,7.99912E-05,,0.0135364,2.10185E-06,65,0.014897415,1.90085E-06,93,,-0.680277358,147.9346511,0.248696055,0.424278931,,-0.095805337,0.143873039,0.506457247,0.981594658
cyoC; cytochrome o ubiquinol oxidase subunit III,,0.014332445,0.000116647,,0.013176261,5.26474E-06,65,0.015140531,3.65594E-06,93,,-0.657661388,137.5917063,0.25592724,0.425815341,,-0.138958538,0.211838559,0.512813389,0.982566839
yagU; putative membrane protein,,0.014307617,0.000135286,,0.016029007,8.82625E-06,65,0.013104495,4.05436E-06,93,,0.814864027,118.8551594,0.208389968,0.409209706,,0.201444751,0.237385437,0.397405405,0.977977109
ssuD; alkanesulfonate monooxygenase [EC:1.14.14.5],,0.014280936,0.000144214,,0.011550487,4.79792E-06,65,0.016189314,7.09798E-06,93,,-1.344960316,155.9690322,0.090295243,0.386880433,,-0.337623793,0.264785019,0.204174367,0.972563282
acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99],,0.014279962,0.000106505,,0.014151161,4.07573E-06,65,0.014369984,3.21429E-06,93,,-0.081045431,142.9163611,0.467759604,0.492295746,,-0.015344907,0.191348011,0.936185977,0.999383253
entC; isochorismate synthase [EC:5.4.4.2],,0.014273476,8.40877E-05,,0.012738591,2.21456E-06,65,0.015346245,2.13183E-06,93,,-1.250793359,149.8957646,0.10647936,0.386880433,,-0.186234788,0.152928396,0.225142254,0.977977109
"impL, vasK, icmF; type VI secretion system protein ImpL",,0.01426658,0.000169885,,0.015658101,1.00563E-05,65,0.013294011,8.30624E-06,93,,0.551692486,144.708994,0.291004999,0.438583824,,0.163674733,0.303426364,0.590365059,0.999383253
"kdpE; two-component system, OmpR family, KDP operon response regulator KdpE",,0.014206157,9.46527E-05,,0.012178501,3.10901E-06,65,0.015623337,2.53932E-06,93,,-1.449466985,144.2826741,0.074688656,0.386880433,,-0.249093569,0.175161153,0.156998679,0.955518016
"frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]",,0.014189839,9.3568E-05,,0.013208215,3.09662E-06,65,0.014875921,2.49246E-06,93,,-0.705422767,143.7181851,0.240844482,0.421878858,,-0.118904835,0.170725193,0.487171493,0.97968701
"E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B [EC:2.8.3.5]",,0.014134321,0.000101683,,0.012055261,3.30243E-06,65,0.015587428,3.0748E-06,93,,-1.398701564,148.877135,0.08199112,0.386880433,,-0.256963536,0.188764074,0.175383598,0.961245008
pilF; type IV pilus assembly protein PilF,,0.01413368,8.946E-05,,0.014845582,3.234E-06,65,0.013636113,2.08713E-06,93,,0.524315515,134.3397626,0.300461576,0.441456347,,0.084980657,0.160996659,0.598359603,0.999383253
"E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A [EC:2.8.3.5]",,0.014127266,0.000101951,,0.012037866,3.33543E-06,65,0.0155876,3.08322E-06,93,,-1.401116038,148.6481154,0.08163182,0.386880433,,-0.258418476,0.189440617,0.174496724,0.961245008
wrbA; NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],,0.014120821,9.87619E-05,,0.012986272,3.50516E-06,65,0.014913785,2.74724E-06,93,,-0.770856991,142.6696338,0.221033209,0.416045566,,-0.138393126,0.181575058,0.447102601,0.977977109
cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107],,0.014109658,0.000101567,,0.011490075,3.00272E-06,65,0.01594055,3.17696E-06,93,,-1.790290104,152.3956362,0.037696304,0.37321347,,-0.327382538,0.189844161,0.086601892,0.881339685
efeB; deferrochelatase/peroxidase EfeB [EC:1.11.1.-],,0.014101314,7.76772E-05,,0.012969841,1.8225E-06,65,0.014892128,1.86131E-06,93,,-1.001543001,151.5305063,0.159080512,0.386880433,,-0.138206049,0.142236737,0.332722839,0.977977109
ABC.X2.P; putative ABC transport system permease protein,,0.014078743,9.41515E-05,,0.013122714,3.51733E-06,65,0.014746936,2.33871E-06,93,,-0.671186512,135.6758887,0.251621407,0.424988378,,-0.116690709,0.17358163,0.502417327,0.981594658
"SLC10A7, P7; solute carrier family 10 (sodium/bile acid cotransporter), member 7",,0.014064006,8.75244E-05,,0.014173499,3.51014E-06,65,0.013987478,1.80233E-06,93,,0.080707355,123.8770033,0.467902466,0.492295746,,0.013211434,0.159213685,0.933974409,0.999383253
GDH2; glutamate dehydrogenase [EC:1.4.1.2],,0.014059009,0.000113351,,0.013369611,4.69403E-06,65,0.014540846,3.59728E-06,93,,-0.406754879,141.7624387,0.342400738,0.457753569,,-0.083977366,0.208191725,0.687231661,0.999383253
ABC.SS.S; simple sugar transport system substrate-binding protein,,0.014052038,0.000111608,,0.012034189,3.57363E-06,65,0.015462363,3.91597E-06,93,,-1.252660597,153.1675605,0.1061192,0.386880433,,-0.250657224,0.207477963,0.228831296,0.977977109
bacA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein,,0.014019048,0.000101479,,0.013018902,3.58263E-06,65,0.014718074,2.96246E-06,93,,-0.664170288,144.7510895,0.253818951,0.424988378,,-0.122673943,0.187466338,0.513831555,0.983399393
yciA; acyl-CoA thioesterase YciA [EC:3.1.2.-],,0.014000377,8.22496E-05,,0.013878471,2.65667E-06,65,0.014085581,1.80703E-06,93,,-0.098028698,136.6828738,0.461026557,0.489551016,,-0.01481285,0.15075302,0.921852724,0.999383253
cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4],,0.013986975,9.2148E-05,,0.014507103,3.41706E-06,65,0.013623444,2.22479E-06,93,,0.372026409,134.7361597,0.355228826,0.460021406,,0.062846228,0.167888448,0.708664729,0.999383253
K07119; uncharacterized protein,,0.013969983,0.000110545,,0.011584634,3.51036E-06,65,0.015637162,3.81765E-06,93,,-1.497038202,153.0085584,0.068221657,0.386880433,,-0.299970641,0.208030554,0.151319702,0.955518016
dfx; superoxide reductase [EC:1.15.1.2],,0.013946486,0.000107892,,0.014897545,5.32427E-06,65,0.013281768,2.732E-06,93,,0.569264987,123.8466397,0.285103671,0.435770396,,0.114804173,0.195809999,0.558518675,0.992435956
ubiJ; ubiquinone biosynthesis protein UbiJ,,0.013903171,8.80591E-05,,0.014571807,3.1032E-06,65,0.013435845,2.03758E-06,93,,0.501013778,135.1146968,0.308588329,0.444608505,,0.081162544,0.161178565,0.61528326,0.999383253
"CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]",,0.013900282,9.55544E-05,,0.013209249,3.41373E-06,65,0.014383262,2.51663E-06,93,,-0.482094838,140.156276,0.315245285,0.447880563,,-0.085147948,0.177565296,0.63223297,0.999383253
K08973; putative membrane protein,,0.013883362,8.84972E-05,,0.012732979,2.99058E-06,65,0.014687393,2.11646E-06,93,,-0.864833295,138.4148889,0.19431333,0.401311976,,-0.142794174,0.165794989,0.390411481,0.977977109
selA; L-seryl-tRNA(Ser) seleniumtransferase [EC:2.9.1.1],,0.013854785,9.08459E-05,,0.015204573,3.62713E-06,65,0.012911385,1.99348E-06,93,,0.96726973,126.9955061,0.167623837,0.390929417,,0.163486746,0.165394558,0.324455585,0.977977109
E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45],,0.013852357,0.00011671,,0.010816168,3.66035E-06,65,0.015974424,4.34093E-06,93,,-1.823572569,154.5758125,0.035074181,0.368171639,,-0.38994695,0.22392043,0.08357544,0.872236333
rnfB; electron transport complex protein RnfB,,0.013841046,8.39051E-05,,0.014356331,2.90568E-06,65,0.0134809,1.80873E-06,93,,0.403188751,132.7052767,0.343729113,0.45792227,,0.062917189,0.154415235,0.684232758,0.999383253
pilQ; type IV pilus assembly protein PilQ,,0.013827083,9.08091E-05,,0.014075485,3.42986E-06,65,0.013653468,2.10905E-06,93,,0.17931553,132.1480295,0.4289823,0.480405487,,0.030441096,0.167785765,0.856266875,0.999383253
SIAE; sialate O-acetylesterase [EC:3.1.1.53],,0.013817996,0.000118582,,0.010844819,2.67896E-06,65,0.015896023,5.0248E-06,93,,-1.819882849,153.5206585,0.035362394,0.369502035,,-0.38238153,0.223884976,0.089637104,0.883750365
K07120; uncharacterized protein,,0.013816996,0.000106774,,0.013914602,4.83228E-06,65,0.013748776,2.87288E-06,93,,0.059739453,130.6059212,0.476227231,0.493959641,,0.011988971,0.197777241,0.951740585,0.999383253
K07000; uncharacterized protein,,0.013815201,7.78133E-05,,0.013610678,1.96852E-06,65,0.013958148,1.81599E-06,93,,-0.178612666,148.5834107,0.429242578,0.480474531,,-0.02520877,0.144544721,0.861776315,0.999383253
"TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]",,0.013804014,9.77863E-05,,0.01107185,2.54146E-06,65,0.015713591,3.04823E-06,93,,-1.963302242,154.7385038,0.025701826,0.343943542,,-0.350120183,0.18643582,0.062252144,0.840365052
tcyK; L-cystine transport system substrate-binding protein,,0.013790344,0.000104061,,0.012692371,2.94427E-06,65,0.014557745,3.51333E-06,93,,-0.734058441,154.6659577,0.232012232,0.418607015,,-0.13712207,0.194649431,0.48219881,0.97968701
cyoA; cytochrome o ubiquinol oxidase subunit II [EC:1.10.3.10],,0.013785593,0.000118199,,0.012938747,5.5233E-06,65,0.014377475,3.70517E-06,93,,-0.473602479,136.0697908,0.318271192,0.448573902,,-0.105436334,0.222318983,0.635979802,0.999383253
doc; death on curing protein,,0.013778155,7.85683E-05,,0.013440616,2.47644E-06,65,0.01401407,1.62219E-06,93,,-0.283255883,135.0083237,0.388707283,0.47134546,,-0.041780634,0.146737964,0.776228978,0.999383253
"ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]",,0.013777304,8.6639E-05,,0.012057384,2.52966E-06,65,0.014979399,2.17038E-06,93,,-1.347818781,146.1112799,0.089901362,0.386880433,,-0.216998563,0.164312632,0.188554101,0.966735451
ispZ; intracellular septation protein,,0.013761479,8.38361E-05,,0.013510504,2.80723E-06,65,0.013936892,1.85391E-06,93,,-0.197496423,135.3727799,0.421867659,0.477592592,,-0.03107201,0.156591756,0.84296946,0.999383253
"tusA, sirA; tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]",,0.013751407,9.31048E-05,,0.013134805,2.96322E-06,65,0.014182366,2.52524E-06,93,,-0.447151119,145.8668734,0.327714602,0.453485124,,-0.076733809,0.174499307,0.660736157,0.999383253
pbpC; penicillin-binding protein 1C [EC:2.4.1.129],,0.01374231,9.60933E-05,,0.014789679,4.14975E-06,65,0.013010278,2.19808E-06,93,,0.706254324,125.3007343,0.240670573,0.421878858,,0.12818996,0.176817624,0.469547853,0.97968701
ftsL; cell division protein FtsL,,0.013729715,8.70084E-05,,0.014504268,3.17608E-06,65,0.013188361,1.91591E-06,93,,0.583151544,131.2722213,0.280395889,0.434163682,,0.095108284,0.160941352,0.555409186,0.992435956
rodZ; cytoskeleton protein RodZ,,0.013718317,9.3185E-05,,0.014539107,3.51607E-06,65,0.013144646,2.25949E-06,93,,0.580242062,134.1473283,0.281362385,0.434163682,,0.100827506,0.172590782,0.559929711,0.992435956
fucO; lactaldehyde reductase [EC:1.1.1.77],,0.013715882,0.000140577,,0.017798505,1.23294E-05,65,0.010862437,2.84284E-06,93,,1.780691987,93.45954218,0.03910603,0.378283174,,0.493803802,0.246716963,0.047072465,0.840365052
"E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]",,0.013715109,0.000109781,,0.014430666,5.41337E-06,65,0.013214988,2.88214E-06,93,,0.422082037,125.5358276,0.336843555,0.456007794,,0.088003861,0.203198564,0.665545473,0.999383253
nqrE; Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:1.6.5.8],,0.013714067,8.81697E-05,,0.013691121,2.57557E-06,65,0.013730105,2.3088E-06,93,,-0.017638946,147.6393118,0.492975351,0.498644379,,-0.002843287,0.164778695,0.986255085,0.999383253
